age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
Middle-Aged,Self-emp-not-inc,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,None,None,Workaholic,United-States,small
Young,Private,Some-college,Separated,Craft-repair,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Sales,Unmarried,White,Female,None,None,Over-time,United-States,small
Senior,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,small
Senior,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,large
Senior,State-gov,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,None,None,Workaholic,United-States,small
Middle-Aged,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,HS-grad,Divorced,Transport-moving,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,None,None,Full-time,United-States,small
Young,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,None,None,Part-time,Mexico,small
Young,Private,HS-grad,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Full-time,United-States,large
Young,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,None,None,Part-time,Mexico,small
Middle-Aged,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,Nicaragua,small
Middle-Aged,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Over-time,United-States,large
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Young,Private,10th,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,None,None,Workaholic,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Over-time,United-States,large
Young,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,None,None,Full-time,Puerto-Rico,small
Middle-Aged,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Old,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,High,None,Part-time,Germany,large
Senior,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,None,None,Full-time,United-States,small
Old,Private,9th,Divorced,Farming-fishing,Not-in-family,Black,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,High,None,Full-time,United-States,large
Old,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,Low,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,Hungary,small
Middle-Aged,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Young,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,None,None,Full-time,United-States,small
Senior,Federal-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Over-time,United-States,small
Young,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Full-time,United-States,large
Young,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,None,None,Part-time,United-States,small
Middle-Aged,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,None,None,Over-time,United-States,small
Senior,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Part-time,United-States,small
Young,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Full-time,United-States,small
Young,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,Part-time,United-States,small
Senior,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,None,None,Full-time,United-States,small
Young,Private,11th,Never-married,Other-service,Other-relative,Black,Male,None,None,Part-time,United-States,small
Senior,Private,10th,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Over-time,United-States,small
Senior,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Full-time,United-States,small
Senior,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Over-time,France,small
Middle-Aged,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,Low,Full-time,United-States,small
Middle-Aged,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Over-time,United-States,large
Young,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Full-time,United-States,small
Senior,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Over-time,United-States,large
Young,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Workaholic,United-States,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,Full-time,Philippines,large
Senior,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,None,None,Over-time,Jamaica,small
Senior,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,Part-time,United-States,small
Young,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Young,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,None,None,Full-time,United-States,small
Senior,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Full-time,United-States,large
Middle-Aged,Private,Masters,Never-married,Adm-clerical,Own-child,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Low,None,Full-time,United-States,large
Middle-Aged,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Young,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Part-time,United-States,small
Middle-Aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Senior,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,Low,None,Over-time,United-States,small
Middle-Aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Senior,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Over-time,United-States,large
Middle-Aged,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Male,None,High,Over-time,United-States,large
Young,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Over-time,United-States,small
Middle-Aged,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Full-time,United-States,small
Middle-Aged,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,High,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,Full-time,United-States,small
Middle-Aged,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,None,None,Part-time,United-States,small
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Full-time,United-States,large
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Wife,White,Female,None,None,Over-time,Canada,large
Middle-Aged,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Full-time,United-States,large
Middle-Aged,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Full-time,Mexico,small
Senior,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,None,Over-time,United-States,large
Middle-Aged,Private,HS-grad,Divorced,Sales,Own-child,White,Female,None,None,Full-time,United-States,small
Middle-Aged,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,Low,Full-time,United-States,small
